text,id,class1,class2,class3,worker1,worker2,worker3,majority_label,agree_strict,agree,label_3times,worker_amt1,worker_amt2,worker_amt3
"Same thing that made your libtard mother think it was ok to plague this earth with another antfia homo like you rather than doing the whole world a favor with a coat hanger.  I guess love doesn't always win, it just gets triggered on the internet with its pants around its ankles in momma's basement.  Whatta faggot.",10994937760851532_gab,normal,hatespeech,hatespeech,A3GCVJINCZ758Y,AP3TMAKHW9G4P,A3MKQ62CNO0MM8,hatespeech,0,0,,1,1,1
"School shootings, muslim terror (but not allowed to acknowledge it), human trafficking, can't show a man's point of view, horrible music...No sir, this isn't the Nation that I grew up in & loved.  But hey, at least President Hussein has assured us that the economy & job market are robust!",3233461203802081_gab,fearspeech,fearspeech,hatespeech,A1Q9I7VIZZ3RS3,A2HIXQU15MCLMO,A14BSOU2Y5JNT0,fearspeech,0,0,,1,1,1
"Compare the Haitians. AFAIK for all their many, many, many, many problems, they aren't neurotic about slavery like US blacks, because it was something they freed themselves from, with their own blood, sweat, and tears. US blacks had to be rescued like damsels in distress by Yankee crusaders.",2196394800270696_gab,hatespeech,normal,hatespeech,A2ZRL1ZWWXJ0L7,A3O5DCGZE1T61D,A1HMZJ59OPLD1P,hatespeech,0,0,,1,1,1
Up to 350 jihadists have returned to the UK from ISIS-held Syria http://dailym.ai/2q5OQiO via @MailOnline,5718815313694784_gab,normal,normal,normal,A1Q9I7VIZZ3RS3,A2JUTTLDE5LGHH,A2Y2TURT2VEYZN,normal,1,1,normal,1,1,1
He’s the kind of asshole that would go “cycling for peace” through Somalia to prove that all cultures are inherently good. He would get raped on day 2.,10021857250423352_gab,normal,normal,hatespeech,A2ZJAEL03VTZ8,A3GCVJINCZ758Y,A1HMZJ59OPLD1P,normal,0,0,,1,1,1
"https://www.youtube.com/watch?v=nDsoyyJn1jU Just be aware, asians, they will be coming for you next.",8381135033151501_gab,normal,normal,fearspeech,A3TTGSUBIK1YCL,A2HIXQU15MCLMO,A1ONFAJRN4I11S,normal,0,0,,1,1,1
"Apparently the only things holding back blacks & other minorities from being the Kangz that they once were are words, micro-aggressions & statues. What sort of highborn people allow themselves to be held back by such trivial things? #AltRight#JQ#StopWhiteGenocide",5208548011194086_gab,fearspeech,"hatespeech, fearspeech",fearspeech,A1Q9I7VIZZ3RS3,A34L4OHPHNU8ZK,A3JWP6ZBEHJ8AQ,fearspeech,0,1,fearspeech,1,1,1
Isn’t Sweden just a magical place? All of those third-world “refugees” have really brightened the place up!,7501752925845101_gab,hatespeech,hatespeech,normal,A1PNDILZWOX425,A1KOG5Q6XX0DPU,A2JUTTLDE5LGHH,hatespeech,0,0,,1,1,1
"Harold Hill stabbing: Jodie Chesney, 17, dies in park attack - BBC NewsWhoa! We won't be letting our kids go to local parks soon due to the violence breeding in our country. People can't call out kids for hanging around causing a nuisance of themselves anymore through fear of attack. But 'stop and search' is still controversial. WTF is happening with the people running our country... GROW A PAIR FFS! Stop wasting time on tracking hate speech online and get bobbies back on the beat - simples.https://www.bbc.co.uk/news/uk-england-london-47426738via @GabDissenter",10002032850191281_gab,"hatespeech, fearspeech",fearspeech,hatespeech,AP3TMAKHW9G4P,AV88K2R595B4O,A1Q9I7VIZZ3RS3,"hatespeech, fearspeech",0,0,,1,1,1
People are starting to see through the gay agenda...bout time.silly faggots want to cry so bad. That election was a real turning point wasnt it...,6854866520955225_gab,hatespeech,"hatespeech, fearspeech",hatespeech,A2HIXQU15MCLMO,A34L4OHPHNU8ZK,A1HMZJ59OPLD1P,hatespeech,0,1,hatespeech,1,1,1
"More youtube pro-muslim censorship, they've removed over 170,000 dislikes from their 'pity me' refugee video and over 50,000 comments so far. 90% military aged men, 5% women, 5% children. Invasion can only get so clear before you have a gun in your face. https://www.youtube.com/watch?v=2eoX3xtzs3Q",4649269009092198_gab,fearspeech,"hatespeech, fearspeech",fearspeech,A3JWP6ZBEHJ8AQ,A1KOG5Q6XX0DPU,A1HMZJ59OPLD1P,fearspeech,0,1,fearspeech,1,1,1
"Bots going like crazy as well. I respect your candor and point of view. These days I identify mostly as Roman Catholic, despite the queer problem in the Church. I've come to believe we need a return of Christian kings; you can't get smaller government than one man. This is just a fun pastime for me as well, maybe I can network and get writing gigs.",11020509661156234_gab,fearspeech,fearspeech,normal,A3GCVJINCZ758Y,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,fearspeech,0,0,,1,1,1
Labor to offer comprehensive domestic violence support plan | Sky News AustraliaLooks like the false allegations are going to go thought the roof if Labor gets in.https://www.skynews.com.au/details/_6009530559001?fbclid=IwAR1sL4Iruv0nmKuq2ZcU1YD9NYpMuBOEkzrU1U7P0rGUZntyUbrtDngVZxYvia @GabDissenter,10011747550295019_gab,normal,normal,normal,A2FQYXUQ7F8IKK,AV88K2R595B4O,A1HMZJ59OPLD1P,normal,1,1,normal,1,1,1
An advertisment movie by Telia causes riots and bomb threaths vs Telia.The movie shows a female undressing a hijab and one putting on a hijab.Muslims did not like the part where the female undressed her hijab.Telia boikottes etter en angivelig islamofobisk og rasistisk reklame  - Resetthttps://resett.no/2019/04/02/telia-boikottes-etter-en-angivelig-islamofobisk-og-rasistisk-reklame/ via @GabDissenter,10264074553305028_gab,hatespeech,"hatespeech, fearspeech",normal,AP3TMAKHW9G4P,A14BSOU2Y5JNT0,A1HMZJ59OPLD1P,hatespeech,0,0,,1,1,1
"#Islam I find myself utterly flabbergasted and truly confused in the state of Great Britain as it is right now. What was once a great empire that had influenced and colonized almost all of the world, now has left its walls unguarded and its gates opened. I find it disheartening how they allow themselves to be invaded by savages and even defend them for the actions they have committed on British women and children. Has the West forgotten that these Heathens were the same ones that had slaughtered their venerated ancestors, enslaved their women, and desecrated the Holy Land where our lord and saviour Jesus Christ had once preached and walked upon?",102442595437822235_gab,fearspeech,hatespeech,"hatespeech, fearspeech",A1Q9I7VIZZ3RS3,A1KOG5Q6XX0DPU,A30QFNE9O4DF4D,"hatespeech, fearspeech",0,0,,1,1,1
@BelongaMike just looked at topbuzz. So much pro muslim propaganda I had to uninstall it.,102489249284360764_gab,fearspeech,normal,fearspeech,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,A3MKQ62CNO0MM8,fearspeech,0,0,,1,1,1
I think the biggest retards are the Rinos  who do not support Trump and Paul Ryan. We cannot do their job for them. Way I look at it DT has less than 30 days to expose the criminal Deep state and Demons orball will change in 2019. ,9194073042306093_gab,normal,normal,hatespeech,A1Q9I7VIZZ3RS3,A1KOG5Q6XX0DPU,A47QHTQNUTOVL,normal,0,0,,1,1,1
"Just finished first year of uni and managed to barely pass. Meanwhile the UK is going to shit, Macaron is conquering France with a sea of immigrants and I'm losing hope in humanity. Good to be back.",4540047108658495_gab,fearspeech,fearspeech,hatespeech,A3JWP6ZBEHJ8AQ,A14BSOU2Y5JNT0,A2MAGMY4JMDD3V,fearspeech,0,0,,1,1,1
